,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Twin-row system, 37.5 cm apart, on 150-cm centers with 150-cm dripline spacing","Agricultural Experiment Station, Damascus, Syria",33°20′ N,36°26′ E,600 m,clay,,18th April 2017,Zea mays L. (White Kokab),67000 plants ha-1,,13.93 t ha-1,,1.92 kg m-3,http://dx.doi.org/10.1016/j.agwat.2008.03.002,2025-09-12 4:41:38,8,
,,,,,,,,,,,,,,,,,,,Single-row system at 75-cm crop row spacing with 75-cm dripline spacing,"Agricultural Experiment Station, Damascus, Syria",33°20′ N,36°26′ E,600 m,clay,,3rd April 2018,Zea mays L. (White Kokab),67000 plants ha-1,,13.93 t ha-1,,1.92 kg m-3,http://dx.doi.org/10.1016/j.agwat.2008.03.002,2025-09-12 4:41:38,8,
,,,,,,,,,,,,,,,,,,,Single-row system at 75-cm crop row spacing with 150-cm dripline spacing,"Agricultural Experiment Station, Damascus, Syria",33°20′ N,36°26′ E,600 m,clay,,3rd April 2018,Zea mays L. (White Kokab),67000 plants ha-1,,13.93 t ha-1,,1.92 kg m-3,http://dx.doi.org/10.1016/j.agwat.2008.03.002,2025-09-12 4:41:38,8,
,,,,,,,,,,,,,,,,,,,"Twin-row system, 37.5 cm apart, on 150-cm centers with 150-cm dripline spacing","Agricultural Experiment Station, Damascus, Syria",33°20′ N,36°26′ E,600 m,clay,,3rd April 2018,Zea mays L. (White Kokab),67000 plants ha-1,,13.93 t ha-1,,1.92 kg m-3,http://dx.doi.org/10.1016/j.agwat.2008.03.002,2025-09-12 4:41:38,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,60% MAD,"Melkassa Agricultural Research Center, Ethiopia",39 21' E,8 24 N,,Clay loam,,2016-2018,Haricot Bean,50,,18.15,,,https://doi.org/10.1177/11786221251316538,2025-09-12 4:23:00,,,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,18.41 qt/ha,72 cm,4.32 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,80% MAD,"Melkassa Agricultural Research Center, Ethiopia",39 21' E,8 24 N,,Clay loam,,2016-2018,Haricot Bean,50,,24.84,,,https://doi.org/10.1177/11786221251316538,2025-09-12 4:23:00,,,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,25.03 qt/ha,77.7 cm,6.69 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,100% MAD,"Melkassa Agricultural Research Center, Ethiopia",39 21' E,8 24 N,,Clay loam,,2016-2018,Haricot Bean,50,,24.51,,,https://doi.org/10.1177/11786221251316538,2025-09-12 4:23:00,,,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,24.7 qt/ha,70.3 cm,6.72 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,120% MAD,"Melkassa Agricultural Research Center, Ethiopia",39 21' E,8 24 N,,Clay loam,,2016-2018,Haricot Bean,50,,21.99,,,https://doi.org/10.1177/11786221251316538,2025-09-12 4:23:00,,,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,22.36 qt/ha,72.4 cm,5.83 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,140% MAD,"Melkassa Agricultural Research Center, Ethiopia",39 21' E,8 24 N,,Clay loam,,2016-2018,Haricot Bean,50,,17.36,,,https://doi.org/10.1177/11786221251316538,2025-09-12 4:23:00,,,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,18.05 qt/ha,70.8 cm,4.75 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,19.63 qt/ha,75.7 cm,4.41 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,26.07 qt/ha,84.2 cm,5.78 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,25.7 qt/ha,86.7 cm,5.74 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,22.27 qt/ha,91.1 cm,5.21 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,18.6 qt/ha,84.9 cm,4.18 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,16.4 qt/ha,55.14 cm,3.94 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,23.46 qt/ha,66.02 cm,5.73 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,23.14 qt/ha,47.93 cm,5.84 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,21.35 qt/ha,51.08 cm,5.35 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,15.45 qt/ha,46.88 cm,4.04 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 4:23:00,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,
,"Single drip irrigation (SDI), with one centered dripline, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2015,Tomato,144 beds,,108 T/ha,,0.019 T/m^3,Agroecosystem tradeoffs associated with conversion to subsurface drip irrigation in organic systems - ScienceDirect,2025-09-12 4:31:56,,,Subsurface Drip Irrigation (SDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6084.00 ± 46.66 ppm, β-carotene: 53.82 ± 4.35 ppm, Total phenols: 6.18 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,"Drip irrigation with driplines at 25 cm right and 25 cm left of center, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2015,Tomato,144 beds,,107 T/ha,,0.019 T/m^3,https://doi.org/10.1016/j.agwat.2018.02.005,2025-09-13 4:31:56,,,Double Drip Irrigation (DDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6267.50 ± 213.86 ppm, β-carotene: 64.69 ± 4.35 ppm, Total phenols: 6.24 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,"Furrow irrigation, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2015,Tomato,144 beds,,94 T/ha,,0.0144 T/m^3,https://doi.org/10.1016/j.agwat.2018.02.005,2025-09-14 4:31:56,,,Furrow Irrigation (FI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6549.67 ± 522.04 ppm, β-carotene: 61.97 ± 4.62 ppm, Total phenols: 6.06 ± 0.18 mg GAE -g −1",,,IWP lower in FI compared to SSD,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,"Single drip irrigation (SDI), with one centered dripline, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2016,Tomato,144 beds,"Vitamin C - (6084 +/- 46.66 ppm), B-carotene - 53.82 +/- 4.35 ppm, total phenols - 6.18 +/- 0.16 (mg GAE/g)",58 T/ha,,0.01 T/m^3,https://doi.org/10.1016/j.agwat.2018.02.005,2025-09-12 4:31:56,,,Subsurface Drip Irrigation (SDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6084.00 ± 46.66 ppm, β-carotene: 53.82 ± 4.35 ppm, Total phenols: 6.18 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,"Drip irrigation with driplines at 25 cm right and 25 cm left of center, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2016,Tomato,144 beds,"VItamin C - 6267.5 +/- 213.86 ppm, B-carotene - 64.69 +/- 4.35, Total phenols - 6.24 +/- 0.16 mg GAE/g",66 T/ha,,0.012 T/m^3,https://doi.org/10.1016/j.agwat.2018.02.005,2025-09-13 4:31:56,,,Double Drip Irrigation (DDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6267.50 ± 213.86 ppm, β-carotene: 64.69 ± 4.35 ppm, Total phenols: 6.24 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,"Furrow irrigation, evapotranspiration-based","Russel Ranch Sustainable Agriculture Facility, University of California, Davis",,,,Silt loams,0.4 ha,2016,Tomato,144 beds,"Vitamin C - 6549.67 +/- 522.04, B-carotene - 61.91 +/- 4.62, Total phenols - 6.06 +/- 0.18 (mg GAE/g)",87 T/ha,,0.009 T/m^3,https://doi.org/10.1016/j.agwat.2018.02.005,2025-09-14 4:31:56,,,Furrow Irrigation (FI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6549.67 ± 522.04 ppm, β-carotene: 61.97 ± 4.62 ppm, Total phenols: 6.06 ± 0.18 mg GAE -g −1",,,IWP lower in FI compared to SSD,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 4:31:56,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Rainfed,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,7.6,,6.81,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Rainfed,"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,"higher concentrations of anthocyanins, TPI, and CI",5.3 a to 14.1 a t/ha,,6.81 b to 7.13 b kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,Rainfed,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,5.3,,7.13,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Control,"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,"lower concentrations of anthocyanins, TPI, and CI compared to Rainfed",8.8 c to 21.3 c t/ha,,5.12 a to 6.77 kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,Rainfed,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,14.1,,6.8,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Sulphate treatment (Control + Sulphates),"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,,8.4 c to 18.9 b t/ha,,3.53 a to 6.05 kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,Control,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,12,,5.12,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Chloride treatment (Control + Chloride),"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,,8.4 c to 19.3 b t/ha,,4.04 a to 6.17 kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,Control,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,8.8,,4.94,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Sulphate after veraison treatment (Control + Sulphates post-veraison),"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,,7.9 b to 17.6 b t/ha,,3.98 a to 5.61 kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,Control,"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,21.3,,6.77,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,Chloride after veraison treatment (Control + Chloride post-veraison),"Fuente-Álamo, Albacete, Spain",38°43′ N,1°28′ W,820 m,loamy-sandy,,2016-2018,Vitis vinifera L. cv. Monastrell,2222 vines/ha,,7.1 b to 18.2 b t/ha,,4.03 a to 5.98 kg/m3,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,9,
,"Sulphate treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,8.7,,3.53,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"Sulphate treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,8.4,,4.66,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"Sulphate treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,18.9,,6.05,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"Chloride treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,9.8,,4.04,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"Chloride treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,8.4,,4.76,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"Chloride treatment, Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,19.3,,6.17,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"SulV (after veraison), Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,8.5,,3.98,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"SulV (after veraison), Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,7.9,,4.33,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,"SulV (after veraison), Plant-based","Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,17.6,,5.61,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,ClV (after veraison),"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2016,cv. Monastrell vine grapes,2222 vines/ha,,9.6,,4.6,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,ClV (after veraison),"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2017,cv. Monastrell vine grapes,2222 vines/ha,,7.1,,4.03,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,ClV (after veraison),"Fuente-Alamo, Albacete, Spain",38 43' N,1 28' W,820m,loamy-sandy,,2018,cv. Monastrell vine grapes,2222 vines/ha,,18.2,,5.98,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 5:15:05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"PRD 7 50%, drip irrigation, Evapotranspiration-based","Bom Jesus de Lapa city, Bahia, Brazil","43 33' 7"" W","13 15' 29"" S",441m,Sandy clay loam,1915.2 m^2,2016-2017,Papaya,180 plants,,70564,Multiple values depending on days after transplanting,9.26,Impact of soil water regimes and partial root-zone drying in field-grown papaya in semi-arid conditions | Scientific Reports,2025-09-12 5:19:54,,,Partial Root-Zone Drying (PRD) 7 days 50%,"Bom Jesus da Lapa, Bahia, Brazil",13°15′29″ S,43°33′7″ W,441 m,sandy clay loam,,January 2016 to May 2017,Carica papaya L.,5 usable plants per replicate,,"70,564 kg ha−1",2.91 m,9.26 kg/m3,https://doi.org/10.1038/s41598-021-90078-w,2025-09-12 5:19:54,9,
,"PRD 7 35%, drip irrigation, Evapotranspiration-based","Bom Jesus de Lapa city, Bahia, Brazil","43 33' 7"" W","13 15' 29"" S",441m,Sandy clay loam,1915.2 m^2,2016-2017,Papaya,180 plants,,89933,Multiple values depending on days after transplanting,9.08,https://doi.org/10.1038/s41598-021-90078-w,2025-09-12 5:19:54,,,Partial Root-Zone Drying (PRD) 7 days 35%,"Bom Jesus da Lapa, Bahia, Brazil",13°15′29″ S,43°33′7″ W,441 m,sandy clay loam,,January 2016 to May 2017,Carica papaya L.,5 usable plants per replicate,,"89,933 kg ha−1",2.86 m,9.08 kg/m3,https://doi.org/10.1038/s41598-021-90078-w,2025-09-12 5:19:54,9,
,"PRD 14 50%, drip irrigation, Evapotranspiration-based","Bom Jesus de Lapa city, Bahia, Brazil","43 33' 7"" W","13 15' 29"" S",441m,Sandy clay loam,1915.2 m^2,2016-2017,Papaya,180 plants,,70253,Multiple values depending on days after transplanting,9.22,https://doi.org/10.1038/s41598-021-90078-w,2025-09-12 5:19:54,,,Partial Root-Zone Drying (PRD) 14 days 50%,"Bom Jesus da Lapa, Bahia, Brazil",13°15′29″ S,43°33′7″ W,441 m,sandy clay loam,,January 2016 to May 2017,Carica papaya L.,5 usable plants per replicate,,"70,253 kg ha−1",2.65 m,9.22 kg/m3,https://doi.org/10.1038/s41598-021-90078-w,2025-09-12 5:19:54,9,
