,altitude_numeric,latitude_decimal_degrees,longitude_decimal_degrees,plant_yield_kg_per_hectare
149,600.0,33.333333333333336,36.43333333333333,10840.860749999998
150,600.0,33.333333333333336,36.43333333333333,12782.23665
151,600.0,33.333333333333336,36.43333333333333,11766.18945
152,600.0,33.333333333333336,36.43333333333333,12637.087049999998
153,600.0,33.333333333333336,36.43333333333333,12981.81735
154,600.0,33.333333333333336,36.43333333333333,10840.860749999998
155,600.0,33.333333333333336,36.43333333333333,12782.23665
156,600.0,33.333333333333336,36.43333333333333,12981.81735
157,600.0,33.333333333333336,36.43333333333333,10840.860749999998
158,600.0,33.333333333333336,36.43333333333333,12782.23665
159,600.0,33.333333333333336,36.43333333333333,12637.087049999998
160,600.0,33.333333333333336,36.43333333333333,12637.087049999998
161,600.0,33.333333333333336,36.43333333333333,12981.81735
162,600.0,33.333333333333336,36.43333333333333,10840.860749999998
163,600.0,33.333333333333336,36.43333333333333,12782.23665
164,600.0,33.333333333333336,36.43333333333333,12981.81735
165,600.0,33.333333333333336,36.43333333333333,10840.860749999998
166,600.0,33.333333333333336,36.43333333333333,12782.23665
167,600.0,33.333333333333336,36.43333333333333,12637.087049999998
168,600.0,33.333333333333336,36.43333333333333,12637.087049999998
169,600.0,33.333333333333336,36.43333333333333,12981.81735
170,600.0,33.333333333333336,36.43333333333333,10840.860749999998
171,600.0,33.333333333333336,36.43333333333333,12782.23665
172,600.0,33.333333333333336,36.43333333333333,12981.81735
173,600.0,33.333333333333336,36.43333333333333,10840.860749999998
174,600.0,33.333333333333336,36.43333333333333,12782.23665
175,600.0,33.333333333333336,36.43333333333333,12637.087049999998
176,600.0,33.333333333333336,36.43333333333333,12637.087049999998
177,600.0,33.333333333333336,36.43333333333333,12981.81735
178,600.0,33.333333333333336,36.43333333333333,10840.860749999998
179,600.0,33.333333333333336,36.43333333333333,12782.23665
180,600.0,33.333333333333336,36.43333333333333,12981.81735
181,600.0,33.333333333333336,36.43333333333333,10840.860749999998
182,600.0,33.333333333333336,36.43333333333333,12782.23665
183,600.0,33.333333333333336,36.43333333333333,12637.087049999998
184,600.0,33.333333333333336,36.43333333333333,12637.087049999998
185,600.0,33.333333333333336,36.43333333333333,12981.81735
186,600.0,33.333333333333336,36.43333333333333,10840.860749999998
187,600.0,33.333333333333336,36.43333333333333,12782.23665
188,600.0,33.333333333333336,36.43333333333333,12981.81735
189,600.0,33.333333333333336,36.43333333333333,10840.860749999998
190,600.0,33.333333333333336,36.43333333333333,12782.23665
191,600.0,33.333333333333336,36.43333333333333,12637.087049999998
192,600.0,33.333333333333336,36.43333333333333,12637.087049999998
193,600.0,33.333333333333336,36.43333333333333,12981.81735
194,600.0,33.333333333333336,36.43333333333333,10840.860749999998
195,600.0,33.333333333333336,36.43333333333333,12782.23665
196,600.0,33.333333333333336,36.43333333333333,12981.81735
197,600.0,33.333333333333336,36.43333333333333,10840.860749999998
198,600.0,33.333333333333336,36.43333333333333,12782.23665
199,600.0,33.333333333333336,36.43333333333333,12637.087049999998
200,600.0,33.333333333333336,36.43333333333333,12637.087049999998
201,600.0,33.333333333333336,36.43333333333333,12981.81735
202,600.0,33.333333333333336,36.43333333333333,10840.860749999998
203,600.0,33.333333333333336,36.43333333333333,12782.23665
204,600.0,33.333333333333336,36.43333333333333,12981.81735
205,600.0,33.333333333333336,36.43333333333333,10840.860749999998
206,600.0,33.333333333333336,36.43333333333333,12782.23665
207,600.0,33.333333333333336,36.43333333333333,12637.087049999998
208,600.0,33.333333333333336,36.43333333333333,12637.087049999998
209,600.0,33.333333333333336,36.43333333333333,12981.81735
210,600.0,33.333333333333336,36.43333333333333,10840.860749999998
211,600.0,33.333333333333336,36.43333333333333,12782.23665
212,600.0,33.333333333333336,36.43333333333333,12981.81735
213,600.0,33.333333333333336,36.43333333333333,10840.860749999998
214,600.0,33.333333333333336,36.43333333333333,12782.23665
215,600.0,33.333333333333336,36.43333333333333,12637.087049999998
216,600.0,33.333333333333336,36.43333333333333,12637.087049999998
217,600.0,33.333333333333336,36.43333333333333,12981.81735
218,600.0,33.333333333333336,36.43333333333333,10840.860749999998
219,600.0,33.333333333333336,36.43333333333333,12782.23665
220,600.0,33.333333333333336,36.43333333333333,12637.087049999998
221,600.0,33.333333333333336,36.43333333333333,11766.18945
222,600.0,33.333333333333336,36.43333333333333,12981.81735
223,600.0,33.333333333333336,36.43333333333333,10840.860749999998
224,600.0,33.333333333333336,36.43333333333333,12782.23665
225,600.0,33.333333333333336,36.43333333333333,12981.81735
226,600.0,33.333333333333336,36.43333333333333,10840.860749999998
227,600.0,33.333333333333336,36.43333333333333,12782.23665
228,600.0,33.333333333333336,36.43333333333333,12637.087049999998
229,600.0,33.333333333333336,36.43333333333333,12637.087049999998
230,600.0,33.333333333333336,36.43333333333333,12981.81735
231,600.0,33.333333333333336,36.43333333333333,10840.860749999998
232,600.0,33.333333333333336,36.43333333333333,12782.23665
233,600.0,33.333333333333336,36.43333333333333,12981.81735
234,600.0,33.333333333333336,36.43333333333333,10840.860749999998
235,600.0,33.333333333333336,36.43333333333333,12782.23665
236,600.0,33.333333333333336,36.43333333333333,12637.087049999998
237,600.0,33.333333333333336,36.43333333333333,12637.087049999998
238,600.0,33.333333333333336,36.43333333333333,12981.81735
239,600.0,33.333333333333336,36.43333333333333,10840.860749999998
240,600.0,33.333333333333336,36.43333333333333,12782.23665
241,600.0,33.333333333333336,36.43333333333333,12981.81735
242,600.0,33.333333333333336,36.43333333333333,10840.860749999998
243,600.0,33.333333333333336,36.43333333333333,12782.23665
244,600.0,33.333333333333336,36.43333333333333,12637.087049999998
245,600.0,33.333333333333336,36.43333333333333,12637.087049999998
246,600.0,33.333333333333336,36.43333333333333,12981.81735
247,600.0,33.333333333333336,36.43333333333333,10840.860749999998
248,600.0,33.333333333333336,36.43333333333333,12782.23665
249,600.0,33.333333333333336,36.43333333333333,12981.81735
250,600.0,33.333333333333336,36.43333333333333,10840.860749999998
251,600.0,33.333333333333336,36.43333333333333,12782.23665
252,600.0,33.333333333333336,36.43333333333333,12637.087049999998
253,600.0,33.333333333333336,36.43333333333333,12981.81735
254,600.0,33.333333333333336,36.43333333333333,10840.860749999998
255,600.0,33.333333333333336,36.43333333333333,12782.23665
256,600.0,33.333333333333336,36.43333333333333,12981.81735
257,600.0,33.333333333333336,36.43333333333333,10840.860749999998
258,600.0,33.333333333333336,36.43333333333333,12782.23665
259,600.0,33.333333333333336,36.43333333333333,12637.087049999998
260,600.0,33.333333333333336,36.43333333333333,12637.087049999998
261,600.0,33.333333333333336,36.43333333333333,12981.81735
262,600.0,33.333333333333336,36.43333333333333,10840.860749999998
263,600.0,33.333333333333336,36.43333333333333,12782.23665
264,600.0,33.333333333333336,36.43333333333333,12981.81735
265,600.0,33.333333333333336,36.43333333333333,10840.860749999998
266,600.0,33.333333333333336,36.43333333333333,12782.23665
267,600.0,33.333333333333336,36.43333333333333,12637.087049999998
268,600.0,33.333333333333336,36.43333333333333,12637.087049999998
295,918.0,-21.23333333333333,-45.0,24040.4025
296,118.0,29.4,71.68333055555556,5455.0
297,118.0,29.4,71.68333055555556,5242.0
298,118.0,29.4,71.68333055555556,5228.0
299,118.0,29.4,71.68333055555556,5089.0
306,116.0,29.3982985,71.6910248,4456.7
307,116.0,29.3982985,71.6910248,2958.7
308,116.0,29.3982985,71.6910248,4248.3
309,116.0,29.3982985,71.6910248,2863.7
311,820.0,38.71666666666667,-1.4666666666666666,4808.080499999999
312,820.0,38.71666666666667,-1.4666666666666666,7983.228
313,820.0,38.71666666666667,-1.4666666666666666,7620.354
314,820.0,38.71666666666667,-1.4666666666666666,7620.354
315,820.0,38.71666666666667,-1.4666666666666666,7166.7615
316,820.0,38.71666666666667,-1.4666666666666666,6441.013499999999
317,441.0,-13.258055555555556,-43.55194444444444,70564.0
318,441.0,-13.258055555555556,-43.55194444444444,89933.0
319,441.0,-13.258055555555556,-43.55194444444444,70253.0
320,441.0,-13.258055555555556,-43.55194444444444,84453.0
321,441.0,-13.258055555555556,-43.55194444444444,67594.0
322,441.0,-13.258055555555556,-43.55194444444444,71837.0
323,441.0,-13.258055555555556,-43.55194444444444,70058.0
324,441.0,-13.258055555555556,-43.55194444444444,71467.0
325,441.0,-13.258055555555556,-43.55194444444444,96218.0
326,551.0,-15.129722,-43.95013888888889,60464.0
327,551.0,-15.129722,-43.95013888888889,60948.0
328,551.0,-15.129722,-43.95013888888889,54200.0
329,551.0,-15.129722,-43.95013888888889,59977.0
330,551.0,-15.129722,-43.95013888888889,78542.0
411,74.0,30.187,31.69388888888889,12030.0
412,74.0,30.187,31.69388888888889,10827.0
413,74.0,30.187,31.69388888888889,10693.0
414,74.0,30.187,31.69388888888889,10559.0
415,74.0,30.187,31.69388888888889,12364.0
416,74.0,30.187,31.69389,10893.0
417,74.0,30.187,31.69388888888889,10827.0
418,74.0,30.187,31.69388888888889,10893.0
419,74.0,30.186944444444443,31.69388888888889,10827.0
420,1112.0,80.748611,39.79694444444444,17281.87425
421,1112.0,80.748611,39.79694444444444,16701.275849999998
422,1112.0,80.748611,39.79694444444444,15186.276899999995
423,1112.0,80.748611,390.7969444444444,14351.6667
424,1112.0,80.748611,39.79694444444444,13979.72085
425,1479.0,-17.7,31.066666666666663,26308.365
426,1479.0,-17.7,31.066666666666663,25582.617
427,1479.0,-17.7,31.066666666666663,25582.617
428,1479.0,-17.7,31.066666666666663,23042.499
429,1479.0,-17.7,31.066666666666663,71214.02249999999
430,1479.0,-17.7,31.066666666666663,48352.9605
431,1479.0,-17.7,31.066666666666663,43000.569
432,1479.0,-17.7,31.066666666666663,35652.3705
433,1479.0,-17.7,31.066666666666663,61688.58
434,1479.0,-17.7,31.066666666666663,52616.73
435,1479.0,-17.7,31.066666666666663,45722.124
436,1479.0,-17.7,31.066666666666663,41367.636
437,1479.0,-17.7,31.066666666666663,35652.3705
438,1479.0,-17.7,31.066666666666663,20955.9735
439,1479.0,-17.7,31.066666666666663,15966.456
440,1479.0,-17.7,31.066666666666663,9434.724
441,466.7,34.333333333333336,108.4,6831.10305
442,466.7,34.333333333333336,108.4,6413.79795
443,466.7,34.333333333333336,108.4,4055.11695
444,466.7,34.333333333333336,108.4,6223.2891
445,466.7,34.333333333333336,108.4,5824.1277
446,466.7,34.333333333333336,108.4,3556.1652
447,466.7,34.333333333333336,108.4,7066.971149999999
448,466.7,34.333333333333336,108.4,6005.5647
449,466.7,34.333333333333336,108.4,4463.3502
450,466.7,34.333333333333336,108.4,6341.22315
451,466.7,34.333333333333336,108.4,5207.2419
452,466.7,34.333333333333336,108.4,3492.66225
453,1112.0,80.748611,390.7969444444444,17281.87425
454,1112.0,80.748611,39.79694444444444,16701.275849999998
455,1112.0,80.748611,39.79694444444444,15186.276899999995
456,1112.0,80.748611,39.79694444444444,14351.6667
457,1112.0,80.748611,39.79694444444444,13979.72085
458,211.0,30.09,74.55,2549.0
459,211.0,30.09,74.55,2183.0
460,211.0,30.09,74.55,2040.0
461,211.0,30.09,74.55,1719.0
462,211.0,30.09,74.55,2216.0
463,211.0,30.09,74.55,2530.0
464,211.0,30.09,74.55,2491.0
465,211.0,30.09,74.55,2227.0
466,211.0,30.09,74.55,1883.0
467,211.0,30.09,74.55,1996.0
468,211.0,30.09,74.55,1939.0
469,211.0,30.09,74.55,1699.0
470,560.0,22.7775,-47.2958,2500.0
471,560.0,22.7775,-47.2958,3500.0
472,560.0,22.7775,-47.2958,3000.0
473,560.0,22.7775,-47.2958,2400.0
474,560.0,22.7775,-47.2958,2000.0
475,560.0,22.7775,-47.2958,3400.0
476,560.0,22.7775,-47.2958,4200.0
477,560.0,22.7775,-47.2958,3400.0
478,560.0,22.7775,-47.2958,2900.0
479,560.0,22.7775,-47.2958,2200.0
480,560.0,22.7775,-47.2958,2600.0
481,560.0,22.7775,-47.2958,3300.0
482,560.0,22.7775,-47.2958,2600.0
483,1489.0,36.80055555555556,106.36472,42429.04245
484,1489.0,36.80055555555556,106.36472,45141.52559999999
485,1489.0,36.80055555555556,106.36472,42429.04245
486,1489.0,36.80055555555556,106.36472,39371.829
487,1489.0,36.80055555555556,106.36472,33556.77315
488,1489.0,36.80055555555556,106.36472,33819.8568
489,1489.0,36.80055555555556,106.36472,31270.66695
490,1489.0,36.80055555555556,106.36472,27442.34625
491,1489.0,36.80055555555556,106.36472,27623.78325
492,1489.0,36.80055555555556,106.36472,31143.661049999995
493,1489.0,36.80055555555556,106.36472,30390.6975
494,1489.0,36.80055555555556,106.36472,29964.32055
497,670.0,35.03333333333333,45.96666666666667,34835.903999999995
498,670.0,35.03333333333333,45.96666666666667,33710.9946
499,670.0,35.03333333333333,45.96666666666667,30553.9908
500,670.0,35.03333333333333,45.96666666666667,28757.7645
501,670.0,35.03333333333333,45.96666666666667,36949.64504999999
502,670.0,35.03333333333333,45.96666666666667,34926.6225
503,670.0,35.03333333333333,45.96666666666667,30935.0085
504,670.0,35.03333333333333,45.96666666666667,28304.172
505,1677.0,38.4583983,47.9313001,48500.0
506,1677.0,38.4583983,47.9313001,42900.0
507,1677.0,38.4583983,47.9313001,37600.0
508,1677.0,38.4583983,47.9313001,44500.0
509,1677.0,38.4583983,47.9313001,40800.0
510,1677.0,38.4583983,47.9313001,38600.0
529,1960.0,11.175,37.02,52707.4485
530,1960.0,11.175,37.02,38011.0515
531,1200.0,6.066666666666666,37.56666666666667,38736.7995
532,1200.0,6.066666666666666,37.56666666666667,37983.83594999999
533,1200.0,6.066666666666666,37.56666666666667,26671.239
534,1200.0,6.066666666666666,37.56666666666667,38555.3625
535,1200.0,6.066666666666666,37.56666666666667,37766.11155
536,1200.0,6.066666666666666,37.56666666666667,26217.6465
537,214.0,28.6139,77.209,16238.611499999995
540,1300.0,37.63333333333333,107.5,7500.0
541,1300.0,37.63333333333333,107.5,7759.0
542,1300.0,37.63333333333333,107.5,10585.5
543,1300.0,37.63333333333333,107.5,11226.5
550,84.0,45.3167,19.8333,9879.24465
551,84.0,45.3167,19.8333,7602.210300000001
552,84.0,45.3167,19.8333,7937.86875
553,84.0,45.3167,19.8333,11693.61465
554,84.0,45.3167,19.8333,10078.82535
555,84.0,45.3167,19.8333,11067.657
556,84.0,45.3167,19.8333,8527.539
557,84.0,45.3167,19.8333,8681.76045
558,84.0,45.3167,19.8333,8146.5213
562,188.0,31.4220558,73.0923253,3212.0
563,188.0,31.4220558,73.0923253,3707.0
576,280.0,31.25,75.7,40460.451
577,280.0,31.25,75.7,38237.84774999999
578,280.0,31.25,75.7,34019.4375
579,280.0,31.25,75.7,28032.0165
580,280.0,31.25,75.7,38736.7995
581,280.0,31.25,75.7,34926.6225
582,280.0,31.25,75.7,25401.18
583,1610.0,8.764167,39.00805555555556,6422.8698
584,1610.0,8.764167,39.00805555555556,6749.4564
585,1610.0,8.764167,39.00805555555556,6386.582399999999
586,1610.0,8.764167,39.00805555555556,5760.624749999999
587,1610.0,8.764167,39.00805555555556,4554.068699999999
588,1610.0,8.764167,39.00805555555556,5678.978099999999
589,1610.0,8.764167,39.00805555555556,5388.6789
590,1610.0,8.764167,39.00805555555556,5388.6789
591,1610.0,8.764167,39.00805555555556,3937.1829
592,1610.0,8.764167,39.00805555555556,6050.923949999999
593,1610.0,8.764167,39.00805555555556,6758.528249999999
594,1610.0,8.764167,39.00805555555556,5887.63065
595,1610.0,8.764167,39.00805555555556,4245.6258
596,1123.0,38.43333333333333,106.05,7751.64
597,1123.0,38.43333333333333,106.05,7245.41
598,1123.0,38.43333333333333,106.05,8758.25
611,1810.0,29.83333333333333,52.766666666666666,5503.0
612,1810.0,29.83333333333333,52.766666666666666,4272.0
613,1810.0,29.83333333333333,52.766666666666666,4802.0
614,1810.0,29.83333333333333,52.766666666666666,4485.0
615,900.0,40.88333333333333,86.93333333333334,6218.07
616,900.0,40.88333333333333,86.93333333333334,5660.59
617,731.0,29.9382,70.1155,6728.3
618,731.0,29.9382,70.1155,6296.6
619,731.0,29.9382,70.1155,5563.2
620,731.0,29.9382,70.1155,6135.2
621,0.0,22.7775,-47.2958,2500.0
622,0.0,22.7775,-47.2958,3500.0
623,0.0,22.7775,-47.2958,3000.0
624,0.0,22.7775,-47.2958,2400.0
625,0.0,22.7775,-47.2958,2000.0
626,0.0,22.7775,-47.2958,3400.0
627,0.0,22.7775,-47.2958,4200.0
628,0.0,22.7775,-47.2958,3400.0
629,0.0,22.7775,-47.2958,2900.0
630,0.0,22.7775,-47.2958,2200.0
631,0.0,22.7775,-47.2958,2600.0
632,0.0,22.7775,-47.2958,3300.0
633,0.0,22.7775,-47.2958,2600.0
634,0.0,22.7775,-47.2958,2200.0
635,0.0,22.7775,-47.2958,2500.0
636,0.0,22.7775,-47.2958,3500.0
637,0.0,22.7775,-47.2958,3000.0
638,0.0,22.7775,-47.2958,2400.0
639,0.0,22.7775,-47.2958,2000.0
640,0.0,22.7775,-47.2958,3400.0
641,0.0,22.7775,-47.2958,4200.0
642,0.0,22.7775,-47.2958,3400.0
643,0.0,22.7775,-47.2958,2900.0
644,0.0,22.7775,-47.2958,2200.0
645,0.0,22.7775,-47.2958,2600.0
646,0.0,22.7775,-47.2958,3400.0
647,0.0,22.7775,-47.2958,3300.0
648,0.0,22.7775,-47.2958,2600.0
649,0.0,22.7775,-47.2958,2200.0
650,122.0,-36.5,145.5,19000.0
651,122.0,-36.5,145.5,18000.0
652,122.0,-36.5,145.5,8000.0
653,122.0,-36.5,145.5,7000.0
654,122.0,-36.5,145.5,18900.0
659,470.0,44.3079869,86.0549057,8015.0
671,1100.0,38.66666666666666,106.3,1678.29225
672,1100.0,38.66666666666666,106.3,1941.3759
673,1100.0,38.66666666666666,106.3,2884.8483
674,149.0,30.299944,30.02775,34690.0
675,149.0,30.299944,30.02775,33560.0
681,28.0,37.0,10.0,18461.21475
682,28.0,37.0,10.0,18805.94505
683,28.0,37.0,10.0,11802.47685
684,28.0,37.0,10.0,18805.94505
685,28.0,37.0,10.0,15276.9954
686,28.0,37.0,10.0,13281.1884
687,28.0,37.0,10.0,19994.3574
688,28.0,37.0,10.0,16029.95895
689,28.0,37.0,10.0,12891.09885
690,30.0,33.8333,10.64,20611.2432
691,30.0,33.8333,10.64,14460.5289
692,30.0,33.8333,10.64,8382.3894
693,30.0,33.8333,10.64,22788.4872
694,30.0,33.8333,10.64,17871.5445
695,30.0,33.8333,10.64,10804.57335
702,7.0,45.35,11.95,45940.0
703,7.0,45.35,11.95,41940.0
718,1945.0,14.149166666666666,38.28388888888889,29900.0
732,1203.0,6.66667,37.55055555555556,39281.1105
733,1203.0,6.06667,37.55055555555556,39099.6735
734,1203.0,6.66667,37.55055555555556,38918.2365
735,1203.0,6.66667,37.55055555555556,13063.464
736,1203.0,6.066666666666666,37.55055555555556,39190.392
737,1203.0,6.066666666666666,37.55055555555556,39008.955
738,1203.0,6.066666666666666,37.55055555555556,38918.2365
739,1203.0,6.66667,37.55055555555556,13063.464
740,1203.0,6.66667,37.55055555555556,38373.9255
741,1203.0,6.066666666666666,37.55055555555556,38192.4885
742,1203.0,6.066666666666666,37.55055555555556,38011.0515
743,1203.0,6.66667,37.55055555555556,12156.279
744,1203.0,6.066666666666666,37.55055555555556,38283.207
745,1203.0,6.66667,37.55055555555556,38101.77
746,1203.0,6.66667,37.55055555555556,38011.0515
747,1203.0,6.66667,37.55055555555556,12156.279
761,28.0,36.833333333333336,116.56666666666666,4751.0
763,28.0,36.833333333333336,116.56666666666666,5716.0
764,28.0,36.833333333333336,116.56666666666666,5629.0
765,28.0,36.833333333333336,116.56666666666666,5715.0
788,470.0,44.3079869,86.0549057,8015.0
800,600.0,33.333333333333336,36.43333333333333,4500.0
801,600.0,33.333333333333336,36.43333333333333,4827.0
802,600.0,33.333333333333336,36.43333333333333,3091.1
803,600.0,33.333333333333336,36.43333333333333,3133.4
804,600.0,33.333333333333336,36.43333333333333,2740.2
805,600.0,33.333333333333336,36.43333333333333,2412.1
806,1097.0,38.93333333333333,106.81666666666666,13400.0
807,1097.0,38.93333333333333,106.81666666666666,13500.0
808,1097.0,38.93333333333333,106.81666666666666,12100.0
809,1097.0,38.93333333333333,106.81666666666666,13700.0
810,1097.0,38.93333333333333,106.81666666666666,13700.0
811,1097.0,38.93333333333333,106.81666666666666,12200.0
812,20.0,25.810999999999,-109.025,10015.3224
813,20.0,25.810999999999,-109.025,10024.39425
814,20.0,25.810999999999,-109.025,10378.1964
815,20.0,25.810999999999,-109.025,10768.28595
831,582.17,24.59125,73.738417,7257.48
832,582.17,24.59125,73.738417,5715.2655
833,582.17,24.59125,73.738417,8890.413
834,582.17,24.59125,73.738417,5805.984
835,582.17,24.59125,73.738417,4173.051
836,582.17,24.59125,73.738417,4173.051
837,101.0,-8.1625,113.71616666666668,2482.965345
838,101.0,-8.162528,113.71616666666668,2463.91446
839,101.0,-8.162528,113.71616666666668,2425.81269
840,101.0,-8.162528,113.71616666666668,2140.049415
855,143.0,-33.0,146.0,2113.74105
856,143.0,-33.0,146.0,2775.9861
857,143.0,-33.0,146.0,3120.7164
858,143.0,-33.0,146.0,4544.99685
859,143.0,-33.0,146.0,2576.4054
860,143.0,-33.0,146.0,2866.7046
861,143.0,-33.0,146.0,3193.2912
862,143.0,-33.0,146.0,4445.2065
863,143.0,-33.0,146.0,1623.86115
864,143.0,-33.0,146.0,1796.2262999999998
865,143.0,-33.0,146.0,2177.244
866,143.0,-33.0,146.0,2694.33945
867,179.0,-35.1,147.4,2113.74105
868,179.0,-35.1,147.4,2775.9861
869,179.0,-35.1,147.4,3120.7164
870,179.0,-35.1,147.4,4544.99685
871,179.0,-35.1,147.4,2576.4054
872,179.0,-35.1,147.4,2866.7046
873,179.0,-35.1,147.4,3193.2912
874,179.0,-35.1,147.4,4445.2065
876,28.0,36.833333333333336,116.56666666666666,4500.0
878,28.0,36.833333333333336,116.56666666666666,4751.0
879,28.0,36.833333333333336,116.56666666666666,4905.0
880,28.0,36.833333333333336,116.56666666666666,5229.0
881,28.0,36.833333333333336,116.56666666666666,5629.0
882,28.0,36.833333333333336,116.56666666666666,5716.0
883,1139.0,25.5325,-103.4325,8210.0
884,1139.0,25.5325,-103.4325,6190.0
885,1139.0,25.5325,-103.4325,8670.0
886,1139.0,25.5325,-103.4325,5300.0
887,1139.0,25.5325,-103.4325,7140.0
888,1139.0,25.5325,-103.4325,7370.0
889,1139.0,25.5325,-103.4325,5890.0
895,1945.0,14.149166666666666,38.28388888888889,29900.0
900,28.0,36.833333333333336,116.56666666666666,1848.0
901,28.0,36.833333333333336,116.56666666666666,4500.0
902,28.0,36.833333333333336,116.56666666666666,4829.0
903,28.0,36.833333333333336,116.56666666666666,4751.0
904,28.0,36.833333333333336,116.56666666666666,4905.0
905,28.0,36.833333333333336,116.56666666666666,5229.0
906,28.0,36.833333333333336,116.56666666666666,5629.0
907,28.0,36.833333333333336,116.56666666666666,5716.0
908,600.0,33.333333333333336,36.43333333333333,12981.81735
909,600.0,33.333333333333336,36.43333333333333,10840.860749999998
910,600.0,33.333333333333336,36.43333333333333,12782.23665
911,600.0,33.333333333333336,36.43333333333333,12981.81735
912,600.0,33.333333333333336,36.43333333333333,10840.860749999998
913,600.0,33.333333333333336,36.43333333333333,12782.23665
914,600.0,33.333333333333336,36.43333333333333,12637.087049999998
915,600.0,33.333333333333336,36.43333333333333,12637.087049999998
916,600.0,33.333333333333336,36.43333333333333,12981.81735
917,600.0,33.333333333333336,36.43333333333333,10840.860749999998
918,600.0,33.333333333333336,36.43333333333333,12782.23665
919,600.0,33.333333333333336,36.43333333333333,12981.81735
920,600.0,33.333333333333336,36.43333333333333,10840.860749999998
921,600.0,33.333333333333336,36.43333333333333,12782.23665
922,600.0,33.333333333333336,36.43333333333333,12637.087049999998
923,600.0,33.333333333333336,36.43333333333333,12637.087049999998
931,28.0,36.833333333333336,116.56666666666666,4751.0
932,28.0,36.833333333333336,116.56666666666666,4751.0
933,28.0,36.833333333333336,116.56666666666666,4500.0
934,28.0,36.833333333333336,116.56666666666666,4751.0
935,28.0,36.833333333333336,116.56666666666666,5716.0
936,28.0,36.833333333333336,116.56666666666666,5715.0
937,28.0,36.833333333333336,116.56666666666666,5629.0
938,28.0,36.833333333333336,116.56666666666666,5716.0
953,1189.0,41.893036,-103.684017,3000.0
954,1189.0,41.893036,-103.684017,2100.0
955,1189.0,41.893036,-103.684017,1800.0
956,1189.0,41.893036,-103.684017,3800.0
957,1189.0,41.893036,-103.684017,2800.0
958,1189.0,41.893036,-103.684017,3100.0
959,1189.0,41.893036,-103.684017,3900.0
960,1189.0,41.893036,-103.684017,3000.0
961,1189.0,41.893036,-103.684017,2600.0
962,1189.0,41.893036,-103.684017,4100.0
963,1189.0,41.893036,-103.684017,2800.0
964,1189.0,41.893036,-103.684017,3600.0
965,1459.0,7.217,37.595,91.488488
966,1459.0,7.217,37.595,83.28320000000001
967,1170.0,35.18333333333333,-102.1,11283.0
968,1170.0,35.18333333333333,-102.1,13195.0
969,1170.0,35.18333333333333,-102.1,813.0
970,1170.0,35.18333333333333,-102.1,4829.0
972,28.0,36.833333333333336,116.56666666666666,4500.0
